Date,seasonal_rank,ticker
2026-05-20,65.74887069452286,AGG
2026-05-21,61.19737750172533,AGG
2026-05-22,54.8691103582408,AGG
2026-05-26,46.39351590438547,AGG
2026-05-27,37.120427881297445,AGG
2026-05-28,29.18086140912228,AGG
2026-05-29,27.609401468097122,AGG
2026-06-01,25.366789008093356,AGG
2026-06-02,25.87317272099881,AGG
2026-06-03,27.78162055335968,AGG
2026-06-04,29.102280569671876,AGG
2026-06-05,28.35262563523433,AGG
2026-06-08,32.508705063052886,AGG
2026-06-09,38.958999937260806,AGG
2026-06-10,49.687637241985065,AGG
2026-06-11,62.29045109479891,AGG
2026-06-12,72.3763253654558,AGG
2026-06-15,79.26187339230817,AGG
2026-06-16,83.65589121023903,AGG
2026-06-17,85.47234770060857,AGG
2026-06-18,83.62907020515715,AGG
2026-06-22,84.72488863793212,AGG
2026-06-23,86.36889077106468,AGG
2026-06-24,89.3544137022398,AGG
2026-06-25,89.43926846100759,AGG
2026-06-26,88.17083882301274,AGG
2026-06-29,85.24883932492628,AGG
2026-06-30,80.33494886755757,AGG
2026-07-01,76.35304912478826,AGG
2026-07-02,75.7218144174666,AGG
2026-07-06,77.70194177802874,AGG
2026-07-07,80.91520798042536,AGG
2026-07-08,84.69093104962671,AGG
2026-07-09,85.1043823326432,AGG
2026-07-10,82.92631281761717,AGG
2026-07-13,82.01071271723445,AGG
2026-07-14,80.88705376748855,AGG
2026-07-15,80.79059225798355,AGG
2026-07-16,81.12993286906331,AGG
2026-07-17,83.21232511449902,AGG
2026-07-20,80.73232323232324,AGG
2026-07-21,77.12889767237593,AGG
2026-07-22,76.31281761716545,AGG
2026-07-23,76.53820816864295,AGG
2026-07-24,75.58951314386097,AGG
2026-07-27,74.69328376937072,AGG
2026-07-28,72.52886002886002,AGG
2026-07-29,69.39597841771754,AGG
2026-07-30,67.55717108977979,AGG
2026-07-31,64.44750298011168,AGG
2026-08-03,62.135171591693336,AGG
2026-08-04,62.68461007591443,AGG
2026-08-05,61.991498839324926,AGG
2026-08-06,61.18773135077483,AGG
2026-08-07,59.73798544450718,AGG
2026-08-10,59.84793588054457,AGG
2026-08-11,58.81854256854257,AGG
2026-08-12,54.73939707635359,AGG
2026-08-13,49.245718050065875,AGG
2026-08-14,45.331655059915924,AGG
2026-08-17,41.223884810841334,AGG
2026-08-18,39.33261183261183,AGG
2026-08-19,37.732370286718115,AGG
2026-08-20,37.77369973022147,AGG
2026-08-21,36.88907710646841,AGG
2026-08-24,33.43230441056528,AGG
2026-08-25,28.03343998996173,AGG
2026-08-26,25.675544262500786,AGG
2026-08-27,21.029550159984943,AGG
2026-08-28,16.862099253403603,AGG
2026-08-31,16.56251960599787,AGG
2026-09-01,15.549987452161366,AGG
2026-09-02,15.938970449840017,AGG
2026-09-03,15.250486228747098,AGG
2026-09-04,14.903460066503545,AGG
2026-09-08,14.947455925716795,AGG
2026-09-09,15.578063241106719,AGG
2026-09-10,14.905263818307299,AGG
2026-09-11,17.604460756634673,AGG
2026-09-14,21.65631469979296,AGG
2026-09-15,25.007999247129682,AGG
2026-09-16,28.597465336595768,AGG
2026-09-17,32.023103707886314,AGG
2026-09-18,33.893437480394,AGG
2026-09-21,34.04863855950812,AGG
2026-09-22,31.820926657883177,AGG
2026-09-23,36.205063052889145,AGG
2026-09-24,40.57343622561014,AGG
2026-09-25,39.622074785118265,AGG
2026-09-28,39.72818244557375,AGG
2026-09-29,41.05064621368969,AGG
2026-09-30,33.282514586862405,AGG
2026-10-01,24.70206725641508,AGG
2026-10-02,21.607770249074598,AGG
2026-10-05,20.020076541815673,AGG
2026-10-06,19.081184515967127,AGG
2026-10-07,21.029785431959347,AGG
2026-10-08,27.91282389108476,AGG
2026-10-09,33.83924650228998,AGG
2026-10-12,39.545532969446015,AGG
2026-10-13,44.96721877156659,AGG
2026-10-14,49.10722128113433,AGG
2026-10-15,48.552842085450784,AGG
2026-10-16,53.80983750548967,AGG
2026-10-19,57.98183700357613,AGG
2026-10-20,61.70744714222975,AGG
2026-10-21,67.15266014179058,AGG
2026-10-22,72.52195871761089,AGG
2026-10-23,72.22057531840142,AGG
2026-10-26,71.33109040717736,AGG
2026-10-27,69.63917121525817,AGG
2026-10-28,68.46720308676831,AGG
2026-10-29,65.90650291737248,AGG
2026-10-30,64.90926344187214,AGG
2026-11-02,67.02702490745969,AGG
2026-11-03,72.42784992784993,AGG
2026-11-04,75.91011042097998,AGG
2026-11-05,80.97496706192358,AGG
2026-11-06,85.98508375682289,AGG
2026-11-09,84.84472049689441,AGG
2026-11-10,82.91713721061546,AGG
2026-11-11,82.67347386912604,AGG
2026-11-12,83.19491498839325,AGG
2026-11-13,82.28480456741326,AGG
2026-11-16,85.48301336344814,AGG
2026-11-17,86.15220528264007,AGG
2026-11-18,87.09744965179748,AGG
2026-11-19,86.38488926532406,AGG
2026-11-20,84.20909404605057,AGG
2026-11-23,81.34026601417906,AGG
2026-11-24,78.28071083505866,AGG
2026-11-25,75.65978104021583,AGG
2026-11-27,71.37257669866366,AGG
2026-11-30,67.27233515276994,AGG
2026-12-01,62.29249011857708,AGG
2026-12-02,59.80503795721188,AGG
2026-12-03,53.77164502164502,AGG
2026-12-04,50.6998556998557,AGG
2026-12-07,50.211980048936574,AGG
2026-12-08,51.66674509065814,AGG
2026-12-09,52.906393123784426,AGG
2026-12-10,50.90250329380764,AGG
2026-12-11,51.39861346383085,AGG
2026-12-14,53.704200388983,AGG
2026-12-15,53.38399523182132,AGG
2026-12-16,51.63294435033565,AGG
2026-12-17,55.33408620365142,AGG
2026-12-18,58.10715854194116,AGG
2026-12-21,58.712278060104154,AGG
2026-12-22,64.35143359056403,AGG
2026-12-23,71.70995670995671,AGG
2026-12-24,79.65540498149194,AGG
2026-12-28,85.57186774578079,AGG
2026-12-29,91.66117698726394,AGG
2026-12-30,89.72277119016249,AGG
2026-12-31,79.26704937574503,AGG
2026-01-02,45.2476528911117,AUDUSD=X
2026-01-05,43.849898365066835,AUDUSD=X
2026-01-06,44.89251557427393,AUDUSD=X
2026-01-07,43.8300283700389,AUDUSD=X
2026-01-08,41.71945833698926,AUDUSD=X
2026-01-09,40.586923459389894,AUDUSD=X
2026-01-12,35.00811617092217,AUDUSD=X
2026-01-13,26.09436693866807,AUDUSD=X
2026-01-14,19.25418969904361,AUDUSD=X
2026-01-15,14.448539089234009,AUDUSD=X
2026-01-16,14.27868444912404,AUDUSD=X
2026-01-20,18.53360533473721,AUDUSD=X
2026-01-21,23.424073586616363,AUDUSD=X
2026-01-22,28.075078236962945,AUDUSD=X
2026-01-23,30.851539878915503,AUDUSD=X
2026-01-26,34.34142025679272,AUDUSD=X
2026-01-27,35.45838086046036,AUDUSD=X
2026-01-28,40.27024655611126,AUDUSD=X
2026-01-29,45.37444064227428,AUDUSD=X
2026-01-30,49.926077037816974,AUDUSD=X
2026-02-02,50.790778274984646,AUDUSD=X
2026-02-03,54.953496534175656,AUDUSD=X
2026-02-04,59.15686876663449,AUDUSD=X
2026-02-05,64.36679243075663,AUDUSD=X
2026-02-06,70.27594981135385,AUDUSD=X
2026-02-09,76.47736246380626,AUDUSD=X
2026-02-10,82.6538416542365,AUDUSD=X
2026-02-11,85.00497206867303,AUDUSD=X
2026-02-12,85.77988359509813,AUDUSD=X
2026-02-13,86.40343950162324,AUDUSD=X
2026-02-17,84.50710713345617,AUDUSD=X
2026-02-18,77.69727413646866,AUDUSD=X
2026-02-19,72.20979205053962,AUDUSD=X
2026-02-20,66.48971951683191,AUDUSD=X
2026-02-23,61.41433418150975,AUDUSD=X
2026-02-24,60.110262934690425,AUDUSD=X
2026-02-25,62.642215787780415,AUDUSD=X
2026-02-26,65.29071978005909,AUDUSD=X
2026-02-27,67.76988096282648,AUDUSD=X
2026-03-02,69.57788599339008,AUDUSD=X
2026-03-03,71.27818724225673,AUDUSD=X
2026-03-04,74.70730601620309,AUDUSD=X
2026-03-05,77.93220438126994,AUDUSD=X
2026-03-06,80.24860343365212,AUDUSD=X
2026-03-09,81.79308882454447,AUDUSD=X
2026-03-10,81.32293586031412,AUDUSD=X
2026-03-11,79.43245298470359,AUDUSD=X
2026-03-12,77.66700301248866,AUDUSD=X
2026-03-13,77.18069082507091,AUDUSD=X
2026-03-16,78.0544587757012,AUDUSD=X
2026-03-17,79.53591588429704,AUDUSD=X
2026-03-18,77.95713784329209,AUDUSD=X
2026-03-19,74.53540405369834,AUDUSD=X
2026-03-20,70.6694744230938,AUDUSD=X
2026-03-23,71.26590330788804,AUDUSD=X
2026-03-24,72.34367231142699,AUDUSD=X
2026-03-25,72.26740955222134,AUDUSD=X
2026-03-26,74.40576467491444,AUDUSD=X
2026-03-27,77.36509607791524,AUDUSD=X
2026-03-30,70.85446462519376,AUDUSD=X
2026-03-31,64.40050013161358,AUDUSD=X
2026-04-01,62.72820332836127,AUDUSD=X
2026-04-02,59.40210874206663,AUDUSD=X
2026-04-06,55.591018104179454,AUDUSD=X
2026-04-07,54.85617560176654,AUDUSD=X
2026-04-08,54.764631043257,AUDUSD=X
2026-04-09,54.02123365798017,AUDUSD=X
2026-04-10,54.356775174753594,AUDUSD=X
2026-04-13,51.50171097657278,AUDUSD=X
2026-04-14,49.04580152671756,AUDUSD=X
2026-04-15,43.23001667105378,AUDUSD=X
2026-04-16,37.11503027112398,AUDUSD=X
2026-04-17,29.07556082009886,AUDUSD=X
2026-04-20,24.16110964873797,AUDUSD=X
2026-04-21,18.98935392354713,AUDUSD=X
2026-04-22,15.176362200579101,AUDUSD=X
2026-04-23,10.63613231552163,AUDUSD=X
2026-04-24,8.013439209148606,AUDUSD=X
2026-04-27,6.493521686993654,AUDUSD=X
2026-04-28,7.1431809540522355,AUDUSD=X
2026-04-29,9.83957766663742,AUDUSD=X
2026-04-30,12.966058319440787,AUDUSD=X
2026-05-01,14.556535345558775,AUDUSD=X
2026-05-04,14.970313825275658,AUDUSD=X
2026-05-05,14.802872100845253,AUDUSD=X
2026-05-06,15.024421631423474,AUDUSD=X
2026-05-07,14.651662718259189,AUDUSD=X
2026-05-08,16.258737679506304,AUDUSD=X
2026-05-11,18.46589745839548,AUDUSD=X
2026-05-12,20.7054488023164,AUDUSD=X
2026-05-13,21.974642449767487,AUDUSD=X
2026-05-14,23.617106840981545,AUDUSD=X
2026-05-15,25.134538328799977,AUDUSD=X
2026-05-18,26.644146120324063,AUDUSD=X
2026-05-19,28.384735749173764,AUDUSD=X
2026-05-20,31.855093445643586,AUDUSD=X
2026-05-21,38.58764002222807,AUDUSD=X
2026-05-22,50.85351408265333,AUDUSD=X
2026-05-26,61.19183410839109,AUDUSD=X
2026-05-27,69.67272089146266,AUDUSD=X
2026-05-28,76.97668977216226,AUDUSD=X
2026-05-29,82.9583077418034,AUDUSD=X
2026-06-01,81.38311251498934,AUDUSD=X
2026-06-02,78.1166827527712,AUDUSD=X
2026-06-03,76.10665087303676,AUDUSD=X
2026-06-04,74.95671375508174,AUDUSD=X
2026-06-05,70.83318709601942,AUDUSD=X
2026-06-08,66.18203620835892,AUDUSD=X
2026-06-09,66.93296481530228,AUDUSD=X
2026-06-10,68.2341844345003,AUDUSD=X
2026-06-11,64.25594454681057,AUDUSD=X
2026-06-12,61.69101517943318,AUDUSD=X
2026-06-15,61.1025562282472,AUDUSD=X
2026-06-16,58.46326518674505,AUDUSD=X
2026-06-17,55.73813284197596,AUDUSD=X
2026-06-18,54.88008540259133,AUDUSD=X
2026-06-22,49.95539761925653,AUDUSD=X
2026-06-23,45.04635722851043,AUDUSD=X
2026-06-24,42.36948319733263,AUDUSD=X
2026-06-25,38.02930595770817,AUDUSD=X
2026-06-26,35.214749495481264,AUDUSD=X
2026-06-29,37.36480360328742,AUDUSD=X
2026-06-30,41.097511040917205,AUDUSD=X
2026-07-01,41.479629142171916,AUDUSD=X
2026-07-02,43.833684302886724,AUDUSD=X
2026-07-06,49.42528735632184,AUDUSD=X
2026-07-07,57.174475739229614,AUDUSD=X
2026-07-08,64.59068175835746,AUDUSD=X
2026-07-09,73.01804568453687,AUDUSD=X
2026-07-10,81.62820625310755,AUDUSD=X
2026-07-13,87.80051768009125,AUDUSD=X
2026-07-14,89.39530870696967,AUDUSD=X
2026-07-15,87.60638764587172,AUDUSD=X
2026-07-16,84.95459331403,AUDUSD=X
2026-07-17,81.76223275130882,AUDUSD=X
2026-07-20,80.14185019449562,AUDUSD=X
2026-07-21,79.15540639349535,AUDUSD=X
2026-07-22,79.17909683834925,AUDUSD=X
2026-07-23,80.1090930361791,AUDUSD=X
2026-07-24,80.6516334707964,AUDUSD=X
2026-07-27,75.68044222163726,AUDUSD=X
2026-07-28,70.91288643210201,AUDUSD=X
2026-07-29,65.37919335497647,AUDUSD=X
2026-07-30,58.42809511274898,AUDUSD=X
2026-07-31,51.77502851627621,AUDUSD=X
2026-08-03,45.1634201982978,AUDUSD=X
2026-08-04,40.152744874382144,AUDUSD=X
2026-08-05,36.28352490421456,AUDUSD=X
2026-08-06,33.61484016261589,AUDUSD=X
2026-08-07,30.000731186569567,AUDUSD=X
2026-08-10,31.901450674154017,AUDUSD=X
2026-08-11,33.399725073849844,AUDUSD=X
2026-08-12,33.773215173583694,AUDUSD=X
2026-08-13,34.97499341932088,AUDUSD=X
2026-08-14,32.98104764411687,AUDUSD=X
2026-08-17,30.642420520019886,AUDUSD=X
2026-08-18,24.91569418852914,AUDUSD=X
2026-08-19,23.671434003100234,AUDUSD=X
2026-08-20,22.115688339036588,AUDUSD=X
2026-08-21,26.199877160656314,AUDUSD=X
2026-08-24,27.565514316633035,AUDUSD=X
2026-08-25,31.601810417946247,AUDUSD=X
2026-08-26,34.69977479453657,AUDUSD=X
2026-08-27,38.185999239565966,AUDUSD=X
2026-08-28,44.27539410956099,AUDUSD=X
2026-08-31,46.42829984498845,AUDUSD=X
2026-09-01,49.87408967272089,AUDUSD=X
2026-09-02,51.77678336404317,AUDUSD=X
2026-09-03,50.43286244918254,AUDUSD=X
2026-09-04,42.48895908279957,AUDUSD=X
2026-09-08,39.65049281974789,AUDUSD=X
2026-09-09,37.90770963118949,AUDUSD=X
2026-09-10,34.80820976280308,AUDUSD=X
2026-09-11,36.942324003392706,AUDUSD=X
2026-09-14,37.85469860489603,AUDUSD=X
2026-09-15,39.42236261004358,AUDUSD=X
2026-09-16,38.04502646895382,AUDUSD=X
2026-09-17,37.16175309291919,AUDUSD=X
2026-09-18,32.99581761282209,AUDUSD=X
2026-09-21,30.615147260975114,AUDUSD=X
2026-09-22,30.47059167617209,AUDUSD=X
2026-09-23,30.433081805153403,AUDUSD=X
2026-09-24,30.798748208592905,AUDUSD=X
2026-09-25,29.04185311924191,AUDUSD=X
2026-09-28,31.015179433184176,AUDUSD=X
2026-09-29,25.684609985083796,AUDUSD=X
2026-09-30,21.788628586470125,AUDUSD=X
2026-10-01,17.935860314117754,AUDUSD=X
2026-10-02,18.276081424936386,AUDUSD=X
2026-10-05,19.703284490070487,AUDUSD=X
2026-10-06,27.467827790939133,AUDUSD=X
2026-10-07,29.591339826270076,AUDUSD=X
2026-10-08,34.05018864613495,AUDUSD=X
2026-10-09,38.44988447252201,AUDUSD=X
2026-10-12,39.92168991839958,AUDUSD=X
2026-10-13,38.694831973326316,AUDUSD=X
2026-10-14,43.358266795355505,AUDUSD=X
2026-10-15,49.93075663186219,AUDUSD=X
2026-10-16,53.59224649761634,AUDUSD=X
2026-10-19,56.77407797373578,AUDUSD=X
2026-10-20,62.512503290339566,AUDUSD=X
2026-10-21,68.66222105232372,AUDUSD=X
2026-10-22,66.92623789886228,AUDUSD=X
2026-10-23,69.16951829428798,AUDUSD=X
2026-10-26,67.33197332631394,AUDUSD=X
2026-10-27,65.04950133075957,AUDUSD=X
2026-10-28,65.9166154836068,AUDUSD=X
2026-10-29,68.39680032757158,AUDUSD=X
2026-10-30,68.707115907695,AUDUSD=X
2026-11-02,74.51551577900617,AUDUSD=X
2026-11-03,76.51187446988973,AUDUSD=X
2026-11-04,69.37944195841011,AUDUSD=X
2026-11-05,68.4480565060981,AUDUSD=X
2026-11-06,68.5475709982159,AUDUSD=X
2026-11-09,67.73968295750343,AUDUSD=X
2026-11-10,68.43599192770027,AUDUSD=X
2026-11-11,73.3446667251616,AUDUSD=X
2026-11-12,74.85230031294785,AUDUSD=X
2026-11-13,70.57420081307947,AUDUSD=X
2026-11-16,65.34000175484778,AUDUSD=X
2026-11-17,60.22571729402474,AUDUSD=X
2026-11-18,56.516773419905824,AUDUSD=X
2026-11-19,48.81269924834021,AUDUSD=X
2026-11-20,44.23766488257144,AUDUSD=X
2026-11-23,40.13636629522389,AUDUSD=X
2026-11-24,34.89719516831915,AUDUSD=X
2026-11-25,30.532011348015562,AUDUSD=X
2026-11-27,32.08556345237051,AUDUSD=X
2026-11-30,31.34457898277325,AUDUSD=X
2026-12-01,32.4359480565061,AUDUSD=X
2026-12-02,35.8762539849668,AUDUSD=X
2026-12-03,34.92073937585915,AUDUSD=X
2026-12-04,31.513629317656694,AUDUSD=X
2026-12-07,36.3845017694715,AUDUSD=X
2026-12-08,43.23703606212162,AUDUSD=X
2026-12-09,49.65356380334006,AUDUSD=X
2026-12-10,54.1249159135445,AUDUSD=X
2026-12-11,55.72658009417684,AUDUSD=X
2026-12-14,49.50557164166009,AUDUSD=X
2026-12-15,40.305270392793425,AUDUSD=X
2026-12-16,32.385130589921324,AUDUSD=X
2026-12-17,32.3512035330935,AUDUSD=X
2026-12-18,33.22818870462987,AUDUSD=X
2026-12-21,36.623380421748415,AUDUSD=X
2026-12-22,39.02437776022929,AUDUSD=X
2026-12-23,38.387514258138104,AUDUSD=X
2026-12-24,34.739331987950045,AUDUSD=X
2026-12-28,37.95413997835688,AUDUSD=X
2026-12-29,43.336989266181156,AUDUSD=X
2026-12-30,51.67470971893188,AUDUSD=X
2026-12-31,59.067444649176686,AUDUSD=X
2026-01-02,29.653250825494254,BTC-USD
2026-01-05,26.877308056990294,BTC-USD
2026-01-06,24.541070938443497,BTC-USD
2026-01-07,20.038001846445592,BTC-USD
2026-01-08,16.265064750355567,BTC-USD
2026-01-09,12.899318811288271,BTC-USD
2026-01-12,12.349102976769718,BTC-USD
2026-01-13,12.629238715472715,BTC-USD
2026-01-14,13.70134990143973,BTC-USD
2026-01-15,13.873568380866832,BTC-USD
2026-01-16,13.337862115427802,BTC-USD
2026-01-20,12.627916261197196,BTC-USD
2026-01-21,11.857911021284028,BTC-USD
2026-01-22,13.968460713127229,BTC-USD
2026-01-23,18.522294582927863,BTC-USD
2026-01-26,26.535793597325146,BTC-USD
2026-01-27,36.53017940464606,BTC-USD
2026-01-28,40.00865833270954,BTC-USD
2026-01-29,48.69940364797765,BTC-USD
2026-01-30,57.16917433939666,BTC-USD
2026-02-02,59.928562517154475,BTC-USD
2026-02-03,59.991229383436895,BTC-USD
2026-02-04,64.95098185991965,BTC-USD
2026-02-05,59.575604461411785,BTC-USD
2026-02-06,50.93607305936074,BTC-USD
2026-02-09,42.81660303914964,BTC-USD
2026-02-10,37.06538663073583,BTC-USD
2026-02-11,37.524939491478904,BTC-USD
2026-02-12,37.58476183347057,BTC-USD
2026-02-13,40.732115677321154,BTC-USD
2026-02-17,48.993013449110464,BTC-USD
2026-02-18,55.50530229308581,BTC-USD
2026-02-19,59.183771240362304,BTC-USD
2026-02-20,70.07454400279462,BTC-USD
2026-02-23,78.25787858372632,BTC-USD
2026-02-24,82.9855777628066,BTC-USD
2026-02-25,85.52445292811339,BTC-USD
2026-02-26,87.03462085485441,BTC-USD
2026-02-27,86.13939416623,BTC-USD
2026-03-02,86.57786261446715,BTC-USD
2026-03-03,86.10774259550365,BTC-USD
2026-03-04,87.78221922798613,BTC-USD
2026-03-05,85.32043316615515,BTC-USD
2026-03-06,78.62230206851811,BTC-USD
2026-03-09,73.6171619632208,BTC-USD
2026-03-10,67.09864760336352,BTC-USD
2026-03-11,63.35572772413104,BTC-USD
2026-03-12,59.57424457918506,BTC-USD
2026-03-13,57.95345210469846,BTC-USD
2026-03-16,59.12658133093795,BTC-USD
2026-03-17,63.00381765102179,BTC-USD
2026-03-18,64.44586670658983,BTC-USD
2026-03-19,68.74830950420441,BTC-USD
2026-03-20,72.8523217805724,BTC-USD
2026-03-23,68.41537540235046,BTC-USD
2026-03-24,62.41037253287421,BTC-USD
2026-03-25,54.47110562167826,BTC-USD
2026-03-26,44.01604411507847,BTC-USD
2026-03-27,32.9463407939716,BTC-USD
2026-03-30,25.50606332809342,BTC-USD
2026-03-31,21.008071961474162,BTC-USD
2026-04-01,16.52012376175862,BTC-USD
2026-04-02,19.84866631733912,BTC-USD
2026-04-06,27.00121017042194,BTC-USD
2026-04-07,34.67109564089128,BTC-USD
2026-04-08,36.68889886967587,BTC-USD
2026-04-09,43.146580332859244,BTC-USD
2026-04-10,43.03706614766575,BTC-USD
2026-04-13,41.02580033435636,BTC-USD
2026-04-14,42.68944781296005,BTC-USD
2026-04-15,48.56481273548419,BTC-USD
2026-04-16,52.2248047508546,BTC-USD
2026-04-17,54.892556828105896,BTC-USD
2026-04-20,59.666903710357566,BTC-USD
2026-04-21,60.22872220974624,BTC-USD
2026-04-22,56.31367118297278,BTC-USD
2026-04-23,50.40684182947826,BTC-USD
2026-04-24,45.455410834144274,BTC-USD
2026-04-27,39.128103400953165,BTC-USD
2026-04-28,33.39988023055618,BTC-USD
2026-04-29,31.757604112084238,BTC-USD
2026-04-30,31.229957332135637,BTC-USD
2026-05-01,33.09389425356189,BTC-USD
2026-05-04,31.36966339795893,BTC-USD
2026-05-05,30.548194725154076,BTC-USD
2026-05-06,32.28362901414776,BTC-USD
2026-05-07,34.41329191306735,BTC-USD
2026-05-08,37.054919280385256,BTC-USD
2026-05-11,41.60423684407515,BTC-USD
2026-05-12,47.046585323252735,BTC-USD
2026-05-13,49.29014147765551,BTC-USD
2026-05-14,51.717643536192824,BTC-USD
2026-05-15,52.082029593033404,BTC-USD
2026-05-18,56.54752102203258,BTC-USD
2026-05-19,57.379032861741145,BTC-USD
2026-05-20,58.59854779549367,BTC-USD
2026-05-21,57.62852758440003,BTC-USD
2026-05-22,59.65573770491803,BTC-USD
2026-05-26,58.75398607680215,BTC-USD
2026-05-27,55.86988796566609,BTC-USD
2026-05-28,54.523242757691435,BTC-USD
2026-05-29,55.57045188013075,BTC-USD
2026-06-01,51.73897746837338,BTC-USD
2026-06-02,47.22663872046311,BTC-USD
2026-06-03,54.750417945455,BTC-USD
2026-06-04,58.717780772013874,BTC-USD
2026-06-05,61.869164358609666,BTC-USD
2026-06-08,62.62328767123288,BTC-USD
2026-06-09,63.93942909898444,BTC-USD
2026-06-10,59.02120917234324,BTC-USD
2026-06-11,57.78362901414776,BTC-USD
2026-06-12,53.15480200613818,BTC-USD
2026-06-15,55.09772438056741,BTC-USD
2026-06-16,55.800346832347735,BTC-USD
2026-06-17,53.72868478179505,BTC-USD
2026-06-18,49.244641564987404,BTC-USD
2026-06-22,49.45261621378846,BTC-USD
2026-06-23,47.31839958080694,BTC-USD
2026-06-24,44.15577513286923,BTC-USD
2026-06-25,39.090463358035784,BTC-USD
2026-06-26,34.32719514933753,BTC-USD
2026-06-29,27.255059011403052,BTC-USD
2026-06-30,21.55975996207301,BTC-USD
2026-07-01,16.810340095316516,BTC-USD
2026-07-02,14.165730967886816,BTC-USD
2026-07-06,12.869488734186692,BTC-USD
2026-07-07,16.204830700900764,BTC-USD
2026-07-08,19.968672804850662,BTC-USD
2026-07-09,28.9725528357911,BTC-USD
2026-07-10,39.37203383486788,BTC-USD
2026-07-13,43.79791401552012,BTC-USD
2026-07-14,44.40505776380468,BTC-USD
2026-07-15,43.75162811587694,BTC-USD
2026-07-16,42.13809666392195,BTC-USD
2026-07-17,39.879656660927715,BTC-USD
2026-07-20,41.375976245726974,BTC-USD
2026-07-21,42.58670808693265,BTC-USD
2026-07-22,42.75064251316216,BTC-USD
2026-07-23,39.95604710931457,BTC-USD
2026-07-24,35.42449534645807,BTC-USD
2026-07-27,36.45461237118547,BTC-USD
2026-07-28,37.761658806796916,BTC-USD
2026-07-29,42.412131646580335,BTC-USD
2026-07-30,47.424932005888664,BTC-USD
